0,http://dbpedia.org/resource/Vincent_Teresa,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/Extortion,http://dbpedia.org/ontology/PersonFunction,1,-
1,http://dbpedia.org/resource/Shandong_Gaosu_Group,http://dbpedia.org/ontology/regionServed,http://dbpedia.org/resource/Shandong,http://dbpedia.org/ontology/Place,1,http://dbpedia.org/resource/Qingdao,http://dbpedia.org/resource/China,http://dbpedia.org/resource/Jinan,http://dbpedia.org/resource/Liaocheng,http://dbpedia.org/resource/Dezhou,http://dbpedia.org/resource/Yantai,http://dbpedia.org/resource/Weihai,http://dbpedia.org/resource/Jining,http://dbpedia.org/resource/Zibo,http://dbpedia.org/resource/Heze,http://dbpedia.org/resource/Weifang,http://dbpedia.org/resource/Shen_County,http://dbpedia.org/resource/Laiyang,"http://dbpedia.org/resource/Rongcheng,_Shandong",http://dbpedia.org/resource/Binzhou,http://dbpedia.org/resource/Zoucheng,http://dbpedia.org/resource/Linyi,"http://dbpedia.org/resource/Yanggu_County,_Shandong",http://dbpedia.org/resource/Laoling,"http://dbpedia.org/resource/Rushan,_Shandong",http://dbpedia.org/resource/Haiyang,"http://dbpedia.org/resource/Linyi_County,_Shandong",http://dbpedia.org/resource/Rizhao,"http://dbpedia.org/resource/Yucheng,_Shandong",http://dbpedia.org/resource/Qihe_County
2,http://dbpedia.org/resource/KGUD,http://dbpedia.org/ontology/city,"http://dbpedia.org/resource/Longmont,_Colorado",http://dbpedia.org/ontology/City,1,"http://dbpedia.org/resource/Fort_Lupton,_Colorado",http://dbpedia.org/resource/Denver,"http://dbpedia.org/resource/Broomfield,_Colorado","http://dbpedia.org/resource/Brush,_Colorado","http://dbpedia.org/resource/Thornton,_Colorado","http://dbpedia.org/resource/Leadville,_Colorado","http://dbpedia.org/resource/Idaho_Springs,_Colorado","http://dbpedia.org/resource/Las_Animas,_Colorado","http://dbpedia.org/resource/Cripple_Creek,_Colorado","http://dbpedia.org/resource/Castle_Pines,_Colorado","http://dbpedia.org/resource/Florence,_Colorado","http://dbpedia.org/resource/Northglenn,_Colorado","http://dbpedia.org/resource/Pueblo,_Colorado","http://dbpedia.org/resource/Salida,_Colorado","http://dbpedia.org/resource/Steamboat_Springs,_Colorado","http://dbpedia.org/resource/Sterling,_Colorado","http://dbpedia.org/resource/Ouray,_Colorado","http://dbpedia.org/resource/Westminster,_Colorado","http://dbpedia.org/resource/Rifle,_Colorado","http://dbpedia.org/resource/Woodland_Park,_Colorado","http://dbpedia.org/resource/Yuma,_Colorado","http://dbpedia.org/resource/Walsenburg,_Colorado","http://dbpedia.org/resource/Wray,_Colorado","http://dbpedia.org/resource/Rocky_Ford,_Colorado","http://dbpedia.org/resource/Sheridan,_Colorado"
3,http://dbpedia.org/resource/Hunan_Billows_F.C.__Liu_Qing__1,http://dbpedia.org/ontology/currentMember,http://dbpedia.org/resource/Liu_Qing_(footballer_born_1989),http://dbpedia.org/ontology/Person,1,http://dbpedia.org/resource/Liu_Qing_(footballer),http://dbpedia.org/resource/Li_Jiaqi_(footballer),http://dbpedia.org/resource/Julio_Andrés_Gutiérrez,http://dbpedia.org/resource/Hunan_Billows_F.C.__Liu_Qing__1,http://dbpedia.org/resource/Liu_Weiguo,http://dbpedia.org/resource/Liu_Yu_(footballer),http://dbpedia.org/resource/Liu_Chao_(footballer),http://dbpedia.org/resource/Liu_Shangkun,http://dbpedia.org/resource/Liu_Bo,http://dbpedia.org/resource/Liu_Ji_(footballer),http://dbpedia.org/resource/Liu_Shuai,http://dbpedia.org/resource/Joel_Griffiths,http://dbpedia.org/resource/Eduardo_Gonçalves_de_Oliveira,http://dbpedia.org/resource/Li_Jianbin,http://dbpedia.org/resource/Peng_Xinli,http://dbpedia.org/resource/Li_Zhihai,http://dbpedia.org/resource/Emil_Martínez,http://dbpedia.org/resource/Lee_Addy,http://dbpedia.org/resource/Zhang_Jian_(footballer),http://dbpedia.org/resource/Chen_Zhizhao,http://dbpedia.org/resource/Yi_Teng,http://dbpedia.org/resource/Egor_Krimets,http://dbpedia.org/resource/Qu_Xiaohui,http://dbpedia.org/resource/Yan_Xiangchuang,http://dbpedia.org/resource/Wang_Erzhuo
4,http://dbpedia.org/resource/Cain's_Offering,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Jonas_Kuhlberg,http://dbpedia.org/ontology/Person,1,http://dbpedia.org/resource/Per_Wiberg,http://dbpedia.org/resource/Jonas_Reingold,http://dbpedia.org/resource/Jonas_Kjellgren,http://dbpedia.org/resource/Joey_Jordison,http://dbpedia.org/resource/Jack_Lawless,http://dbpedia.org/resource/Jonas_Renkse,http://dbpedia.org/resource/Jonas_Bjerre,http://dbpedia.org/resource/Niclas_Engelin,http://dbpedia.org/resource/Michael_Bland,http://dbpedia.org/resource/Jonas_Björler,http://dbpedia.org/resource/Jonas_Gladnikoff,http://dbpedia.org/resource/Jimmy_London_(rock_singer),http://dbpedia.org/resource/Jona_Bechtolt,http://dbpedia.org/resource/Johan_Ramström,http://dbpedia.org/resource/Jona_Weinhofen,http://dbpedia.org/resource/Jem_Godfrey,http://dbpedia.org/resource/Jonas_Howden_Sjøvaag,http://dbpedia.org/resource/Jeanette_Söderholm,http://dbpedia.org/resource/Ulf_Ekberg,http://dbpedia.org/resource/Ale_Möller,http://dbpedia.org/resource/Jonas_Ekdahl,http://dbpedia.org/resource/Joe_Jonas,http://dbpedia.org/resource/Tommy_Barbarella,http://dbpedia.org/resource/John_Lloyd_Taylor,http://dbpedia.org/resource/Pernille_Rosendahl
5,http://dbpedia.org/resource/North_Branch_Shamokin_Creek,http://dbpedia.org/ontology/mouthMountain,http://dbpedia.org/resource/Shamokin_Creek,http://dbpedia.org/ontology/Mountain,1,http://dbpedia.org/resource/Jacks_Mountain,http://dbpedia.org/resource/Negro_Mountain,http://dbpedia.org/resource/Nescopeck_Mountain,http://dbpedia.org/resource/Bald_Eagle_Mountain,http://dbpedia.org/resource/Lehigh_Mountain,http://dbpedia.org/resource/Catawissa_Mountain,http://dbpedia.org/resource/McCauley_Mountain_(Pennsylvania),http://dbpedia.org/resource/Tussey_Mountain,http://dbpedia.org/resource/Stone_Mountain_(Pennsylvania),http://dbpedia.org/resource/Tonoloway_Ridge,http://dbpedia.org/resource/Mauch_Chunk_Mountain,http://dbpedia.org/resource/Dans_Mountain,http://dbpedia.org/resource/Broad_Mountain_(Lehigh_Valley),http://dbpedia.org/resource/Warrior_Mountain,"http://dbpedia.org/resource/Chestnut_Hill_(Northampton_County,_Pennsylvania)",http://dbpedia.org/resource/Mount_Davis_(Pennsylvania),http://dbpedia.org/resource/Mount_Tammany,http://dbpedia.org/resource/Martin_Hill_(Pennsylvania),http://dbpedia.org/resource/Focht_Hill,http://dbpedia.org/resource/Saucon_Hill,http://dbpedia.org/resource/Mount_Penrose,"http://dbpedia.org/resource/Mount_Pisgah,_Bradford_County,_Pennsylvania",http://dbpedia.org/resource/Morgan_Hill_(Pennsylvania),http://dbpedia.org/resource/Applebutter_Hill,http://dbpedia.org/resource/Mount_Ararat_(Pennsylvania)
6,http://dbpedia.org/resource/Jackassworld.com:_24_Hour_Takeover,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Dave_Diomedi,http://dbpedia.org/ontology/Person,1,http://dbpedia.org/resource/Dave_England,http://dbpedia.org/resource/Jon_Landau,http://dbpedia.org/resource/Bam_Margera,http://dbpedia.org/resource/Jeff_Tremaine,http://dbpedia.org/resource/Sam_Maccarone,http://dbpedia.org/resource/Brandon_DiCamillo,http://dbpedia.org/resource/Preston_Lacy,http://dbpedia.org/resource/Steve-O,http://dbpedia.org/resource/Chris_Pontius,http://dbpedia.org/resource/Johnny_Knoxville,http://dbpedia.org/resource/Jason_Acuña,http://dbpedia.org/resource/Dave_Fleischer,http://dbpedia.org/resource/Delmer_Daves,http://dbpedia.org/resource/Jim_Drake_(director),http://dbpedia.org/resource/David_Swift_(director),http://dbpedia.org/resource/Dave_Willis,http://dbpedia.org/resource/Matt_Maiellaro,http://dbpedia.org/resource/Rich_Christiano,http://dbpedia.org/resource/Stephen_Merchant,http://dbpedia.org/resource/Kurt_Voss,http://dbpedia.org/resource/Dave_Meyers_(director),http://dbpedia.org/resource/Dave_Wasson,http://dbpedia.org/resource/Dave_Boyle,http://dbpedia.org/resource/Tim_Robbins,http://dbpedia.org/resource/Tim_O'Donnell_(director)
7,http://dbpedia.org/resource/Steven_Ehricks,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Hofstra_University,http://dbpedia.org/ontology/SportsTeam,1,http://dbpedia.org/resource/New_York_Jets,http://dbpedia.org/resource/Hofstra_Pride,http://dbpedia.org/resource/James_Madison_Dukes,http://dbpedia.org/resource/Towson_Tigers,http://dbpedia.org/resource/Northeastern_Huskies,http://dbpedia.org/resource/Charlotte_49ers,http://dbpedia.org/resource/Miami_Hurricanes,http://dbpedia.org/resource/Pittsburgh_Steelers,http://dbpedia.org/resource/Arizona_Cardinals,http://dbpedia.org/resource/UCLA_Bruins,http://dbpedia.org/resource/North_Carolina_Tar_Heels,http://dbpedia.org/resource/Maryland_Terrapins,http://dbpedia.org/resource/Clemson_Tigers,http://dbpedia.org/resource/F.C._New_York,http://dbpedia.org/resource/Stanford_Cardinal,http://dbpedia.org/resource/Rutgers_Scarlet_Knights,http://dbpedia.org/resource/Penn_State_Nittany_Lions,http://dbpedia.org/resource/California_Golden_Bears,http://dbpedia.org/resource/San_Diego_State_Aztecs,http://dbpedia.org/resource/Indiana_Hoosiers,http://dbpedia.org/resource/Long_Island_Academy,http://dbpedia.org/resource/Fresno_State_Bulldogs,http://dbpedia.org/resource/South_Carolina_Gamecocks,http://dbpedia.org/resource/Notre_Dame_Fighting_Irish,http://dbpedia.org/resource/Cal_State_Fullerton_Titans
8,http://dbpedia.org/resource/U.S._Route_9_in_New_Jersey,http://dbpedia.org/ontology/routeJunction,"http://dbpedia.org/resource/Linden,_New_Jersey",http://dbpedia.org/ontology/RouteOfTransportation,1,http://dbpedia.org/resource/New_Jersey_Turnpike,http://dbpedia.org/resource/Garden_State_Parkway,http://dbpedia.org/resource/Interstate_278,http://dbpedia.org/resource/U.S._Route_1/9,http://dbpedia.org/resource/Interstate_95_in_New_Jersey,http://dbpedia.org/resource/George_Washington_Bridge,http://dbpedia.org/resource/Goethals_Bridge,http://dbpedia.org/resource/New_Jersey_Route_439,http://dbpedia.org/resource/U.S._Route_9_in_New_Jersey,http://dbpedia.org/resource/New_Jersey_Route_4,http://dbpedia.org/resource/County_Route_514_(New_Jersey),http://dbpedia.org/resource/Arthur_Kill_Vertical_Lift_Bridge,http://dbpedia.org/resource/Pulaski_Skyway,http://dbpedia.org/resource/New_Jersey_Route_28,http://dbpedia.org/resource/North_Jersey_Coast_Line,http://dbpedia.org/resource/U.S._Route_1_in_New_Jersey,http://dbpedia.org/resource/Scudder_Falls_Bridge,http://dbpedia.org/resource/New_Jersey_Route_25,"http://dbpedia.org/resource/Dowd_Avenue_(Elizabeth,_New_Jersey)",http://dbpedia.org/resource/New_Jersey_Route_59,http://dbpedia.org/resource/New_York_State_Route_439,http://dbpedia.org/resource/Holland_Tunnel,http://dbpedia.org/resource/Bayonne_Bridge,http://dbpedia.org/resource/New_Jersey_Route_35,http://dbpedia.org/resource/New_Jersey_Route_27
9,http://dbpedia.org/resource/List_of_Chinese_football_transfers_winter_2012,http://dbpedia.org/ontology/currentMember,"http://dbpedia.org/resource/Wang_Hao_(footballer,_born_1985)",http://dbpedia.org/ontology/Person,1,"http://dbpedia.org/resource/Wang_Fei_(footballer,_born_1989)",http://dbpedia.org/resource/Wang_Yun_(footballer),"http://dbpedia.org/resource/Yang_Hao_(footballer,_born_1983)",http://dbpedia.org/resource/Wang_Hongliang,"http://dbpedia.org/resource/Wang_Kai_(footballer,_born_1983)",http://dbpedia.org/resource/Wang_Sheng_(footballer),http://dbpedia.org/resource/Wang_Guoming,"http://dbpedia.org/resource/Wang_Yang_(footballer,_born_1982)",http://dbpedia.org/resource/Vladimir_Bogdanović,http://dbpedia.org/resource/Li_Zhihai,http://dbpedia.org/resource/Emil_Martínez,http://dbpedia.org/resource/Zhang_Jian_(footballer),http://dbpedia.org/resource/Qin_Sheng,http://dbpedia.org/resource/Almami_Moreira,http://dbpedia.org/resource/Jonas_Salley,http://dbpedia.org/resource/Lu_Lin_(footballer),http://dbpedia.org/resource/Kiril_Kotev,http://dbpedia.org/resource/Jože_Benko,http://dbpedia.org/resource/Zheng_Kaimu,http://dbpedia.org/resource/Cai_Chuchuan,http://dbpedia.org/resource/Jiao_Zhe,http://dbpedia.org/resource/Dean_Heffernan,http://dbpedia.org/resource/Men_Yang,http://dbpedia.org/resource/Li_Jiaqi_(footballer),http://dbpedia.org/resource/Chen_Zijie
10,http://dbpedia.org/resource/Aníbal_Cristobo,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/Critic,http://dbpedia.org/ontology/PersonFunction,1,http://dbpedia.org/resource/Tom_Sutcliffe_(opera_critic)__1,http://dbpedia.org/resource/Charles_Acton_(critic)__1,http://dbpedia.org/resource/Ian_Hamilton_(critic)__1,http://dbpedia.org/resource/Paul_Taylor_(art_critic)__1,http://dbpedia.org/resource/Alan_Jones_(film_critic)__1,http://dbpedia.org/resource/Robin_Wood_(critic)__1,http://dbpedia.org/resource/Robert_Hughes_(critic)__1,http://dbpedia.org/resource/John_Simon_(critic)__1,http://dbpedia.org/resource/Michael_Walsh_(film_critic)__1,"http://dbpedia.org/resource/Paul_Kane_(American_poet,_critic,_author)__1",http://dbpedia.org/resource/Nathan_Cohen_(critic)__1,http://dbpedia.org/resource/Christopher_Orr_(film_critic)__1,http://dbpedia.org/resource/Alan_Dale_(critic)__1,http://dbpedia.org/resource/Jeff_Cohen_(media_critic)__1,http://dbpedia.org/resource/John_Doyle_(critic)__1,http://dbpedia.org/resource/Richard_Aldrich_(music_critic)__1,http://dbpedia.org/resource/Michael_Phillips_(critic)__1,http://dbpedia.org/resource/Arthur_Knight_(film_critic)__1,http://dbpedia.org/resource/Kevin_Thomas_(film_critic)__1,http://dbpedia.org/resource/Camille_Roy_(literary_critic)__1,http://dbpedia.org/resource/Dana_Stevens_(critic)__1,http://dbpedia.org/resource/Jack_Anderson_(dance_critic)__1,http://dbpedia.org/resource/Eric_Griffiths_(critic)__1,http://dbpedia.org/resource/Howard_Thompson_(film_critic)__1,http://dbpedia.org/resource/International_Federation_of_Film_Critics__5
